Session_ID,Timestamp,Weekday,Hour,Product_View,Added_to_Cart,Checkout,Purchase
SESS100892,2025-05-02 19:28:00,Friday,19,1,1,1,1
SESS100893,2025-03-08 03:01:00,Saturday,3,1,1,0,0
SESS100894,2025-06-05 22:36:00,Thursday,22,1,0,0,0
SESS100895,2025-02-15 01:22:00,Saturday,1,1,0,0,0
SESS100896,2025-04-25 18:24:00,Friday,18,1,0,0,0
SESS100897,2025-02-07 21:40:00,Friday,21,1,1,1,1
SESS100898,2025-01-19 18:10:00,Sunday,18,1,1,1,1
SESS100899,2025-06-05 04:17:00,Thursday,4,1,0,0,0
SESS100900,2025-04-04 06:26:00,Friday,6,1,0,0,0
SESS100901,2025-02-02 23:42:00,Sunday,23,1,0,0,0
SESS100902,2025-01-21 22:10:00,Tuesday,22,1,1,0,0
SESS100903,2025-05-02 17:01:00,Friday,17,1,0,0,0
SESS100904,2025-01-22 19:16:00,Wednesday,19,1,1,0,0
SESS100905,2025-04-11 01:14:00,Friday,1,1,1,1,1
SESS100906,2025-02-13 16:02:00,Thursday,16,1,0,0,0
SESS100907,2025-03-26 07:29:00,Wednesday,7,0,0,0,0
SESS100908,2025-05-20 00:35:00,Tuesday,0,1,0,0,0
SESS100909,2025-06-28 21:37:00,Saturday,21,1,0,0,0
SESS100910,2025-06-13 05:33:00,Friday,5,1,0,0,0
SESS100911,2025-03-31 07:34:00,Monday,7,1,1,1,1
SESS100912,2025-02-10 01:00:00,Monday,1,1,0,0,0
SESS100913,2025-02-05 03:18:00,Wednesday,3,1,1,0,0
SESS100914,2025-05-04 01:00:00,Sunday,1,1,0,0,0
SESS100915,2025-06-02 23:50:00,Monday,23,1,0,0,0
SESS100916,2025-04-17 05:25:00,Thursday,5,1,0,0,0
SESS100917,2025-06-16 04:53:00,Monday,4,1,1,1,1
SESS100918,2025-06-07 00:18:00,Saturday,0,1,0,0,0
SESS100919,2025-03-11 05:12:00,Tuesday,5,1,1,1,1
SESS100920,2025-06-09 06:17:00,Monday,6,1,0,0,0
SESS100921,2025-03-24 16:09:00,Monday,16,1,0,0,0
SESS100922,2025-02-17 19:18:00,Monday,19,1,0,0,0
SESS100923,2025-01-03 23:05:00,Friday,23,1,0,0,0
SESS100924,2025-03-30 05:19:00,Sunday,5,1,0,0,0
SESS100925,2025-04-07 06:44:00,Monday,6,1,1,0,0
SESS100926,2025-02-07 17:17:00,Friday,17,1,1,1,1
SESS100927,2025-03-07 04:53:00,Friday,4,1,0,0,0
SESS100928,2025-03-06 04:49:00,Thursday,4,0,0,0,0
SESS100929,2025-03-05 17:12:00,Wednesday,17,1,0,0,0
SESS100930,2025-05-14 22:30:00,Wednesday,22,1,0,0,0
SESS100931,2025-03-24 21:40:00,Monday,21,1,0,0,0
SESS100932,2025-05-21 19:16:00,Wednesday,19,1,1,1,1
SESS100933,2025-06-20 22:07:00,Friday,22,1,1,1,1
SESS100934,2025-05-30 19:25:00,Friday,19,1,1,1,1
SESS100935,2025-05-02 20:23:00,Friday,20,1,1,1,1
SESS100936,2025-03-28 17:03:00,Friday,17,1,1,1,1
SESS100937,2025-05-05 23:20:00,Monday,23,0,0,0,0
SESS100938,2025-06-16 03:51:00,Monday,3,0,0,0,0
SESS100939,2025-02-19 16:44:00,Wednesday,16,1,0,0,0
SESS100940,2025-03-06 17:31:00,Thursday,17,1,0,0,0
SESS100941,2025-05-20 07:12:00,Tuesday,7,1,0,0,0
SESS100942,2025-03-25 06:17:00,Tuesday,6,0,0,0,0
SESS100943,2025-06-03 21:04:00,Tuesday,21,1,0,0,0
SESS100944,2025-03-10 03:29:00,Monday,3,1,0,0,0
SESS100945,2025-04-08 21:56:00,Tuesday,21,1,0,0,0
SESS100946,2025-06-08 23:20:00,Sunday,23,1,0,0,0
SESS100947,2025-05-19 04:12:00,Monday,4,1,0,0,0
SESS100948,2025-05-22 20:39:00,Thursday,20,1,1,1,1
SESS100949,2025-06-18 18:02:00,Wednesday,18,1,1,0,0
SESS100950,2025-02-21 19:31:00,Friday,19,1,1,1,1
SESS100951,2025-05-07 00:03:00,Wednesday,0,1,0,0,0
SESS100952,2025-01-19 16:59:00,Sunday,16,0,0,0,0
SESS100953,2025-06-18 07:59:00,Wednesday,7,0,0,0,0
SESS100954,2025-01-22 06:51:00,Wednesday,6,1,1,0,0
SESS100955,2025-04-18 03:50:00,Friday,3,1,0,0,0
SESS100956,2025-03-10 17:46:00,Monday,17,1,1,0,0
SESS100957,2025-05-13 19:06:00,Tuesday,19,1,0,0,0
SESS100958,2025-02-18 22:33:00,Tuesday,22,1,0,0,0
SESS100959,2025-02-16 05:47:00,Sunday,5,1,0,0,0
SESS100960,2025-04-03 06:44:00,Thursday,6,1,0,0,0
SESS100961,2025-02-12 21:35:00,Wednesday,21,1,1,1,0
SESS100962,2025-04-25 03:57:00,Friday,3,1,0,0,0
SESS100963,2025-03-26 03:26:00,Wednesday,3,1,0,0,0
SESS100964,2025-03-24 23:36:00,Monday,23,1,0,0,0
SESS100965,2025-05-22 00:23:00,Thursday,0,0,0,0,0
SESS100966,2025-04-26 04:00:00,Saturday,4,1,0,0,0
SESS100967,2025-06-02 16:33:00,Monday,16,1,0,0,0
SESS100968,2025-01-03 01:14:00,Friday,1,1,1,0,0
SESS100969,2025-06-27 00:58:00,Friday,0,1,0,0,0
SESS100970,2025-05-27 20:06:00,Tuesday,20,1,1,1,1
SESS100971,2025-05-30 23:14:00,Friday,23,1,1,1,1
SESS100972,2025-02-25 18:46:00,Tuesday,18,1,0,0,0
SESS100973,2025-05-05 19:38:00,Monday,19,1,1,0,0
SESS100974,2025-04-08 18:49:00,Tuesday,18,1,0,0,0
SESS100975,2025-04-01 05:26:00,Tuesday,5,0,0,0,0
SESS100976,2025-01-31 23:47:00,Friday,23,1,0,0,0
SESS100977,2025-01-04 04:03:00,Saturday,4,1,1,1,1
SESS100978,2025-05-09 23:09:00,Friday,23,1,0,0,0
SESS100979,2025-04-12 06:48:00,Saturday,6,1,0,0,0
SESS100980,2025-02-27 05:18:00,Thursday,5,1,1,1,1
SESS100981,2025-01-14 04:16:00,Tuesday,4,1,0,0,0
SESS100982,2025-06-28 20:48:00,Saturday,20,1,0,0,0
SESS100983,2025-05-06 04:41:00,Tuesday,4,1,0,0,0
SESS100984,2025-05-15 23:15:00,Thursday,23,1,0,0,0
SESS100985,2025-03-24 18:07:00,Monday,18,1,0,0,0
SESS100986,2025-03-31 22:20:00,Monday,22,1,0,0,0
SESS100987,2025-03-20 21:22:00,Thursday,21,1,0,0,0
SESS100988,2025-04-24 20:28:00,Thursday,20,1,0,0,0
SESS100989,2025-02-22 03:09:00,Saturday,3,1,0,0,0
SESS100990,2025-01-29 17:15:00,Wednesday,17,0,0,0,0
SESS100991,2025-02-08 01:00:00,Saturday,1,1,0,0,0
SESS100992,2025-03-21 06:30:00,Friday,6,1,1,1,1
SESS100993,2025-05-15 00:35:00,Thursday,0,1,0,0,0
SESS100994,2025-02-06 16:24:00,Thursday,16,1,0,0,0
SESS100995,2025-01-13 00:10:00,Monday,0,1,1,0,0
SESS100996,2025-03-11 17:29:00,Tuesday,17,1,1,1,1
SESS100997,2025-06-19 03:55:00,Thursday,3,1,1,0,0
SESS100998,2025-04-09 23:24:00,Wednesday,23,1,0,0,0
SESS100999,2025-03-23 07:55:00,Sunday,7,1,1,1,0
SESS101000,2025-05-24 16:02:00,Saturday,16,1,0,0,0
SESS101001,2025-03-28 07:25:00,Friday,7,1,1,0,0
SESS101002,2025-04-02 01:15:00,Wednesday,1,0,0,0,0
SESS101003,2025-05-10 00:51:00,Saturday,0,1,1,1,0
SESS101004,2025-01-09 00:14:00,Thursday,0,1,0,0,0
SESS101005,2025-06-18 20:05:00,Wednesday,20,1,0,0,0
SESS101006,2025-06-23 23:26:00,Monday,23,1,1,0,0
SESS101007,2025-06-05 02:28:00,Thursday,2,1,1,1,1
SESS101008,2025-02-21 20:19:00,Friday,20,1,0,0,0
SESS101009,2025-02-05 05:58:00,Wednesday,5,0,0,0,0
SESS101010,2025-02-07 21:20:00,Friday,21,1,0,0,0
SESS101011,2025-01-31 21:20:00,Friday,21,1,1,1,1
SESS101012,2025-04-17 05:19:00,Thursday,5,1,0,0,0
SESS101013,2025-06-14 00:09:00,Saturday,0,1,1,1,1
SESS101014,2025-06-07 00:38:00,Saturday,0,1,1,1,1
SESS101015,2025-04-02 18:44:00,Wednesday,18,1,1,0,0
SESS101016,2025-05-02 03:11:00,Friday,3,1,0,0,0
SESS101017,2025-02-05 21:12:00,Wednesday,21,1,1,0,0
SESS101018,2025-03-12 05:14:00,Wednesday,5,1,0,0,0
SESS101019,2025-02-22 18:11:00,Saturday,18,1,0,0,0
SESS101020,2025-06-08 07:44:00,Sunday,7,1,0,0,0
SESS101021,2025-03-06 05:25:00,Thursday,5,1,0,0,0
SESS101022,2025-04-09 02:25:00,Wednesday,2,1,0,0,0
SESS101023,2025-06-02 17:33:00,Monday,17,1,0,0,0
SESS101024,2025-01-11 23:33:00,Saturday,23,1,0,0,0
SESS101025,2025-01-12 04:33:00,Sunday,4,1,0,0,0
SESS101026,2025-02-19 01:28:00,Wednesday,1,1,1,0,0
SESS101027,2025-04-29 21:27:00,Tuesday,21,1,0,0,0
SESS101028,2025-06-26 20:29:00,Thursday,20,1,0,0,0
SESS101029,2025-05-09 19:11:00,Friday,19,1,0,0,0
SESS101030,2025-06-28 20:25:00,Saturday,20,1,1,1,1
SESS101031,2025-02-22 06:05:00,Saturday,6,1,0,0,0
SESS101032,2025-02-11 19:05:00,Tuesday,19,1,0,0,0
SESS101033,2025-04-03 18:33:00,Thursday,18,1,0,0,0
SESS101034,2025-05-11 21:24:00,Sunday,21,1,1,1,1
SESS101035,2025-06-18 20:10:00,Wednesday,20,1,1,1,1
SESS101036,2025-03-22 06:18:00,Saturday,6,1,1,1,1
SESS101037,2025-06-10 00:00:00,Tuesday,0,1,0,0,0
SESS101038,2025-05-20 16:38:00,Tuesday,16,0,0,0,0
SESS101039,2025-03-02 22:37:00,Sunday,22,1,0,0,0
SESS101040,2025-04-24 18:38:00,Thursday,18,1,1,1,1
SESS101041,2025-05-23 22:03:00,Friday,22,1,1,1,1
SESS101042,2025-01-10 01:21:00,Friday,1,1,1,1,1
SESS101043,2025-06-23 01:39:00,Monday,1,1,0,0,0
SESS101044,2025-05-27 21:29:00,Tuesday,21,1,1,1,1
SESS101045,2025-03-25 03:57:00,Tuesday,3,1,1,1,1
SESS101046,2025-03-17 07:08:00,Monday,7,1,0,0,0
SESS101047,2025-03-27 05:33:00,Thursday,5,1,1,1,1
SESS101048,2025-06-11 18:30:00,Wednesday,18,1,0,0,0
SESS101049,2025-07-01 01:27:00,Tuesday,1,1,1,1,0
SESS101050,2025-04-01 20:39:00,Tuesday,20,1,0,0,0
SESS101051,2025-06-12 07:31:00,Thursday,7,1,0,0,0
SESS101052,2025-03-02 01:12:00,Sunday,1,1,1,1,1
SESS101053,2025-02-24 05:26:00,Monday,5,1,0,0,0
SESS101054,2025-06-13 22:00:00,Friday,22,1,0,0,0
SESS101055,2025-03-07 18:19:00,Friday,18,1,0,0,0
SESS101056,2025-01-02 19:43:00,Thursday,19,1,1,1,0
SESS101057,2025-02-14 22:21:00,Friday,22,1,0,0,0
SESS101058,2025-05-04 07:51:00,Sunday,7,1,1,1,1
SESS101059,2025-05-19 02:29:00,Monday,2,1,0,0,0
SESS101060,2025-01-16 01:36:00,Thursday,1,1,1,1,1
SESS101061,2025-06-26 02:51:00,Thursday,2,0,0,0,0
SESS101062,2025-04-01 18:09:00,Tuesday,18,1,1,0,0
SESS101063,2025-06-10 21:36:00,Tuesday,21,1,1,1,1
SESS101064,2025-03-21 02:45:00,Friday,2,1,0,0,0
SESS101065,2025-05-08 23:23:00,Thursday,23,1,0,0,0
SESS101066,2025-02-26 01:11:00,Wednesday,1,1,0,0,0
SESS101067,2025-02-21 18:28:00,Friday,18,1,0,0,0
SESS101068,2025-05-09 20:12:00,Friday,20,1,0,0,0
SESS101069,2025-05-16 01:49:00,Friday,1,1,0,0,0
SESS101070,2025-01-26 20:13:00,Sunday,20,1,0,0,0
SESS101071,2025-05-14 19:00:00,Wednesday,19,1,1,0,0
SESS101072,2025-01-24 02:29:00,Friday,2,1,1,0,0
SESS101073,2025-03-21 16:36:00,Friday,16,1,0,0,0
SESS101074,2025-02-24 02:12:00,Monday,2,1,1,1,1
SESS101075,2025-02-01 00:09:00,Saturday,0,1,1,0,0
SESS101076,2025-05-24 19:13:00,Saturday,19,1,0,0,0
SESS101077,2025-03-11 20:45:00,Tuesday,20,1,0,0,0
SESS101078,2025-02-13 18:19:00,Thursday,18,1,1,1,1
SESS101079,2025-05-01 17:06:00,Thursday,17,1,1,1,1
SESS101080,2025-06-02 06:39:00,Monday,6,1,1,1,0
SESS101081,2025-05-17 18:59:00,Saturday,18,1,1,1,1
SESS101082,2025-06-29 06:06:00,Sunday,6,1,0,0,0
SESS101083,2025-05-01 07:14:00,Thursday,7,0,0,0,0
SESS101084,2025-02-07 00:58:00,Friday,0,1,1,0,0
SESS101085,2025-03-27 02:29:00,Thursday,2,1,1,1,1
SESS101086,2025-02-14 01:49:00,Friday,1,1,0,0,0
SESS101087,2025-05-11 19:25:00,Sunday,19,1,0,0,0
SESS101088,2025-03-25 18:50:00,Tuesday,18,1,0,0,0
SESS101089,2025-06-02 05:15:00,Monday,5,1,0,0,0
SESS101090,2025-05-05 04:04:00,Monday,4,1,0,0,0
SESS101091,2025-06-02 05:50:00,Monday,5,0,0,0,0
SESS101092,2025-05-27 02:34:00,Tuesday,2,1,1,0,0
SESS101093,2025-05-28 07:07:00,Wednesday,7,1,0,0,0
SESS101094,2025-05-23 19:52:00,Friday,19,1,1,1,1
SESS101095,2025-06-26 04:20:00,Thursday,4,1,0,0,0
SESS101096,2025-01-24 22:52:00,Friday,22,1,0,0,0
SESS101097,2025-06-12 16:48:00,Thursday,16,1,1,1,1
SESS101098,2025-05-29 06:12:00,Thursday,6,1,0,0,0
SESS101099,2025-03-19 01:58:00,Wednesday,1,0,0,0,0
SESS101100,2025-04-23 03:05:00,Wednesday,3,1,0,0,0
SESS101101,2025-05-12 04:54:00,Monday,4,1,1,1,1
SESS101102,2025-01-14 16:45:00,Tuesday,16,1,0,0,0
SESS101103,2025-01-30 01:55:00,Thursday,1,1,0,0,0
SESS101104,2025-06-02 04:40:00,Monday,4,1,0,0,0
SESS101105,2025-04-09 05:34:00,Wednesday,5,1,1,1,1
SESS101106,2025-04-04 05:09:00,Friday,5,1,0,0,0
SESS101107,2025-02-02 20:00:00,Sunday,20,1,1,1,1
SESS101108,2025-04-22 20:05:00,Tuesday,20,1,0,0,0
SESS101109,2025-04-28 05:39:00,Monday,5,1,0,0,0
SESS101110,2025-05-23 06:24:00,Friday,6,1,1,1,1
SESS101111,2025-03-03 00:26:00,Monday,0,0,0,0,0
SESS101112,2025-05-29 03:02:00,Thursday,3,0,0,0,0
SESS101113,2025-05-27 07:45:00,Tuesday,7,1,0,0,0
SESS101114,2025-06-26 18:09:00,Thursday,18,1,0,0,0
SESS101115,2025-03-14 06:33:00,Friday,6,1,0,0,0
SESS101116,2025-01-23 23:30:00,Thursday,23,1,0,0,0
SESS101117,2025-06-21 18:43:00,Saturday,18,1,0,0,0
SESS101118,2025-03-21 17:57:00,Friday,17,1,0,0,0
SESS101119,2025-05-02 06:32:00,Friday,6,1,0,0,0
SESS101120,2025-03-27 05:22:00,Thursday,5,0,0,0,0
SESS101121,2025-03-18 01:10:00,Tuesday,1,1,0,0,0
SESS101122,2025-03-20 00:03:00,Thursday,0,1,0,0,0
SESS101123,2025-05-27 17:42:00,Tuesday,17,0,0,0,0
SESS101124,2025-06-09 16:18:00,Monday,16,1,1,1,0
SESS101125,2025-03-06 20:39:00,Thursday,20,1,0,0,0
SESS101126,2025-01-04 19:38:00,Saturday,19,1,0,0,0
SESS101127,2025-02-09 06:23:00,Sunday,6,1,1,0,0
SESS101128,2025-05-05 21:51:00,Monday,21,1,1,0,0
SESS101129,2025-02-07 20:53:00,Friday,20,1,0,0,0
SESS101130,2025-04-09 23:42:00,Wednesday,23,1,0,0,0
SESS101131,2025-02-24 03:03:00,Monday,3,1,0,0,0
SESS101132,2025-01-30 17:10:00,Thursday,17,1,0,0,0
SESS101133,2025-05-02 23:24:00,Friday,23,1,0,0,0
SESS101134,2025-03-09 20:33:00,Sunday,20,1,1,0,0
SESS101135,2025-04-26 04:43:00,Saturday,4,1,0,0,0
SESS101136,2025-01-11 19:58:00,Saturday,19,1,1,0,0
SESS101137,2025-06-07 00:21:00,Saturday,0,1,0,0,0
SESS101138,2025-03-08 04:29:00,Saturday,4,1,0,0,0
SESS101139,2025-06-22 22:33:00,Sunday,22,1,0,0,0
SESS101140,2025-02-17 02:35:00,Monday,2,1,1,1,1
SESS101141,2025-05-15 19:43:00,Thursday,19,1,1,1,1
SESS101142,2025-01-07 18:03:00,Tuesday,18,1,0,0,0
SESS101143,2025-02-25 19:45:00,Tuesday,19,1,1,1,1
SESS101144,2025-06-15 21:57:00,Sunday,21,1,1,1,1
SESS101145,2025-01-21 06:59:00,Tuesday,6,0,0,0,0
SESS101146,2025-04-21 02:16:00,Monday,2,1,1,0,0
SESS101147,2025-04-09 04:21:00,Wednesday,4,0,0,0,0
SESS101148,2025-03-09 00:11:00,Sunday,0,1,0,0,0
SESS101149,2025-02-22 04:11:00,Saturday,4,1,1,1,1
SESS101150,2025-06-07 19:58:00,Saturday,19,1,1,1,1
SESS101151,2025-03-07 06:01:00,Friday,6,1,1,1,0
SESS101152,2025-06-21 04:17:00,Saturday,4,1,1,1,1
SESS101153,2025-05-07 07:27:00,Wednesday,7,1,0,0,0
SESS101154,2025-01-18 23:00:00,Saturday,23,1,0,0,0
SESS101155,2025-05-04 19:36:00,Sunday,19,1,0,0,0
SESS101156,2025-03-28 01:25:00,Friday,1,1,0,0,0
SESS101157,2025-06-15 18:23:00,Sunday,18,1,0,0,0
SESS101158,2025-01-22 06:48:00,Wednesday,6,1,0,0,0
SESS101159,2025-02-15 17:24:00,Saturday,17,1,1,1,1
SESS101160,2025-06-27 03:31:00,Friday,3,1,0,0,0
SESS101161,2025-02-18 20:02:00,Tuesday,20,1,0,0,0
SESS101162,2025-06-01 23:31:00,Sunday,23,1,0,0,0
SESS101163,2025-06-15 01:31:00,Sunday,1,1,0,0,0
SESS101164,2025-04-26 16:02:00,Saturday,16,1,1,0,0
SESS101165,2025-04-14 19:13:00,Monday,19,1,0,0,0
SESS101166,2025-04-28 20:47:00,Monday,20,1,0,0,0
SESS101167,2025-01-10 20:31:00,Friday,20,1,0,0,0
SESS101168,2025-06-08 17:15:00,Sunday,17,1,1,1,1
SESS101169,2025-03-20 19:29:00,Thursday,19,1,0,0,0
SESS101170,2025-01-17 19:07:00,Friday,19,1,0,0,0
SESS101171,2025-02-26 18:51:00,Wednesday,18,1,1,0,0
SESS101172,2025-06-24 04:20:00,Tuesday,4,1,0,0,0
SESS101173,2025-05-20 20:20:00,Tuesday,20,1,0,0,0
SESS101174,2025-01-12 21:21:00,Sunday,21,1,1,1,1
SESS101175,2025-04-05 21:28:00,Saturday,21,1,0,0,0
SESS101176,2025-02-04 19:50:00,Tuesday,19,1,0,0,0
SESS101177,2025-02-10 16:56:00,Monday,16,1,1,1,1
SESS101178,2025-06-17 01:26:00,Tuesday,1,1,0,0,0
SESS101179,2025-05-02 20:13:00,Friday,20,1,1,1,1
SESS101180,2025-02-14 17:38:00,Friday,17,1,0,0,0
SESS101181,2025-01-24 01:22:00,Friday,1,1,0,0,0
SESS101182,2025-02-19 19:33:00,Wednesday,19,1,0,0,0
SESS101183,2025-05-19 23:29:00,Monday,23,1,0,0,0
SESS101184,2025-03-12 17:12:00,Wednesday,17,1,1,0,0
SESS101185,2025-05-03 07:11:00,Saturday,7,1,0,0,0
SESS101186,2025-01-15 03:18:00,Wednesday,3,1,1,1,0
SESS101187,2025-04-27 17:06:00,Sunday,17,1,0,0,0
SESS101188,2025-02-15 21:50:00,Saturday,21,1,0,0,0
SESS101189,2025-01-19 23:46:00,Sunday,23,1,0,0,0
SESS101190,2025-04-18 22:47:00,Friday,22,1,1,1,1
SESS101191,2025-01-26 23:47:00,Sunday,23,1,1,0,0
SESS101192,2025-01-20 07:37:00,Monday,7,1,0,0,0
SESS101193,2025-02-07 22:59:00,Friday,22,1,1,1,1
SESS101194,2025-02-20 03:17:00,Thursday,3,1,1,0,0
SESS101195,2025-01-17 00:08:00,Friday,0,1,0,0,0
SESS101196,2025-04-18 21:48:00,Friday,21,1,0,0,0
SESS101197,2025-06-04 21:50:00,Wednesday,21,1,0,0,0
SESS101198,2025-02-13 23:05:00,Thursday,23,1,0,0,0
SESS101199,2025-02-26 07:53:00,Wednesday,7,1,1,1,0
SESS101200,2025-03-06 02:27:00,Thursday,2,1,0,0,0
SESS101201,2025-06-01 20:58:00,Sunday,20,1,1,0,0
SESS101202,2025-01-12 07:46:00,Sunday,7,1,1,1,1
SESS101203,2025-06-28 19:28:00,Saturday,19,1,1,1,1
SESS101204,2025-04-15 22:08:00,Tuesday,22,1,1,0,0
SESS101205,2025-01-06 07:42:00,Monday,7,1,0,0,0
SESS101206,2025-05-27 16:29:00,Tuesday,16,1,1,0,0
SESS101207,2025-02-18 03:40:00,Tuesday,3,1,0,0,0
SESS101208,2025-06-10 18:24:00,Tuesday,18,1,1,1,1
SESS101209,2025-03-11 22:50:00,Tuesday,22,1,0,0,0
SESS101210,2025-03-27 17:32:00,Thursday,17,0,0,0,0
SESS101211,2025-06-23 03:56:00,Monday,3,1,0,0,0
SESS101212,2025-04-30 17:23:00,Wednesday,17,1,0,0,0
SESS101213,2025-06-30 18:35:00,Monday,18,1,1,0,0
SESS101214,2025-03-03 19:41:00,Monday,19,1,0,0,0
SESS101215,2025-05-29 22:48:00,Thursday,22,1,1,1,1
SESS101216,2025-06-25 05:17:00,Wednesday,5,1,0,0,0
SESS101217,2025-04-27 07:32:00,Sunday,7,1,1,0,0
SESS101218,2025-06-24 01:28:00,Tuesday,1,1,0,0,0
SESS101219,2025-06-27 18:12:00,Friday,18,1,1,1,1
SESS101220,2025-03-15 18:06:00,Saturday,18,1,1,1,1
SESS101221,2025-02-22 16:18:00,Saturday,16,1,0,0,0
SESS101222,2025-02-04 07:22:00,Tuesday,7,1,0,0,0
SESS101223,2025-01-07 01:12:00,Tuesday,1,1,0,0,0
SESS101224,2025-03-02 02:26:00,Sunday,2,1,0,0,0
SESS101225,2025-03-26 07:37:00,Wednesday,7,1,0,0,0
SESS101226,2025-05-22 06:29:00,Thursday,6,1,1,0,0
SESS101227,2025-02-14 00:14:00,Friday,0,1,0,0,0
SESS101228,2025-01-13 20:22:00,Monday,20,1,0,0,0
SESS101229,2025-06-08 21:45:00,Sunday,21,1,1,1,1
SESS101230,2025-06-20 20:10:00,Friday,20,1,1,1,1
SESS101231,2025-03-09 03:11:00,Sunday,3,1,0,0,0
SESS101232,2025-06-21 02:22:00,Saturday,2,1,0,0,0
SESS101233,2025-02-12 01:07:00,Wednesday,1,0,0,0,0
SESS101234,2025-04-15 07:49:00,Tuesday,7,1,0,0,0
SESS101235,2025-03-23 20:00:00,Sunday,20,1,0,0,0
SESS101236,2025-05-11 02:41:00,Sunday,2,1,0,0,0
SESS101237,2025-03-16 20:51:00,Sunday,20,1,0,0,0
SESS101238,2025-04-25 02:44:00,Friday,2,1,0,0,0
SESS101239,2025-01-11 20:43:00,Saturday,20,1,1,1,1
SESS101240,2025-04-26 03:05:00,Saturday,3,1,0,0,0
SESS101241,2025-02-19 23:50:00,Wednesday,23,0,0,0,0
SESS101242,2025-03-13 22:01:00,Thursday,22,1,0,0,0
SESS101243,2025-06-23 18:32:00,Monday,18,1,0,0,0
SESS101244,2025-06-04 17:58:00,Wednesday,17,1,0,0,0
SESS101245,2025-04-21 03:24:00,Monday,3,1,1,1,0
SESS101246,2025-05-24 18:13:00,Saturday,18,1,1,0,0
SESS101247,2025-04-25 01:10:00,Friday,1,1,0,0,0
SESS101248,2025-04-20 05:08:00,Sunday,5,1,0,0,0
SESS101249,2025-02-06 22:19:00,Thursday,22,1,0,0,0
SESS101250,2025-03-27 18:59:00,Thursday,18,1,0,0,0
SESS101251,2025-01-23 16:26:00,Thursday,16,1,1,1,1
SESS101252,2025-05-26 20:12:00,Monday,20,1,1,1,1
SESS101253,2025-03-20 01:31:00,Thursday,1,1,0,0,0
SESS101254,2025-01-07 16:09:00,Tuesday,16,1,0,0,0
SESS101255,2025-06-13 07:07:00,Friday,7,1,0,0,0
SESS101256,2025-04-17 21:31:00,Thursday,21,1,0,0,0
SESS101257,2025-01-08 19:48:00,Wednesday,19,1,0,0,0
SESS101258,2025-01-19 03:37:00,Sunday,3,1,0,0,0
SESS101259,2025-03-09 07:44:00,Sunday,7,1,1,0,0
SESS101260,2025-01-06 00:10:00,Monday,0,1,1,1,1
SESS101261,2025-04-02 21:03:00,Wednesday,21,1,1,0,0
SESS101262,2025-04-02 17:18:00,Wednesday,17,1,0,0,0
SESS101263,2025-01-20 22:49:00,Monday,22,1,0,0,0
SESS101264,2025-06-03 21:34:00,Tuesday,21,1,1,0,0
SESS101265,2025-03-20 00:43:00,Thursday,0,1,1,1,1
SESS101266,2025-02-06 16:08:00,Thursday,16,1,0,0,0
SESS101267,2025-05-06 05:21:00,Tuesday,5,0,0,0,0
SESS101268,2025-02-11 19:13:00,Tuesday,19,1,1,1,0
SESS101269,2025-06-07 19:26:00,Saturday,19,1,1,0,0
SESS101270,2025-01-06 07:22:00,Monday,7,1,0,0,0
SESS101271,2025-04-25 02:11:00,Friday,2,1,1,0,0
SESS101272,2025-02-26 20:54:00,Wednesday,20,1,0,0,0
SESS101273,2025-03-20 20:13:00,Thursday,20,1,1,1,1
SESS101274,2025-01-20 16:49:00,Monday,16,1,0,0,0
SESS101275,2025-02-20 19:02:00,Thursday,19,1,0,0,0
SESS101276,2025-01-17 07:07:00,Friday,7,1,1,1,1
SESS101277,2025-01-25 19:58:00,Saturday,19,1,0,0,0
SESS101278,2025-02-21 21:42:00,Friday,21,1,1,0,0
SESS101279,2025-03-14 03:22:00,Friday,3,1,0,0,0
SESS101280,2025-06-06 23:32:00,Friday,23,1,1,1,1
SESS101281,2025-02-25 22:18:00,Tuesday,22,1,0,0,0
SESS101282,2025-01-02 19:59:00,Thursday,19,1,0,0,0
SESS101283,2025-05-03 03:44:00,Saturday,3,1,0,0,0
SESS101284,2025-01-28 21:53:00,Tuesday,21,1,1,1,1
SESS101285,2025-01-30 02:07:00,Thursday,2,1,0,0,0
SESS101286,2025-05-08 03:45:00,Thursday,3,1,0,0,0
SESS101287,2025-01-23 02:31:00,Thursday,2,1,1,1,1
SESS101288,2025-04-24 23:35:00,Thursday,23,1,0,0,0
SESS101289,2025-04-20 22:54:00,Sunday,22,1,0,0,0
SESS101290,2025-05-03 03:11:00,Saturday,3,1,0,0,0
SESS101291,2025-06-22 19:25:00,Sunday,19,1,0,0,0
SESS101292,2025-01-22 19:09:00,Wednesday,19,1,0,0,0
SESS101293,2025-01-27 21:04:00,Monday,21,1,1,1,0
SESS101294,2025-04-14 19:14:00,Monday,19,1,0,0,0
SESS101295,2025-03-14 00:48:00,Friday,0,1,0,0,0
SESS101296,2025-04-14 03:30:00,Monday,3,1,0,0,0
SESS101297,2025-05-06 00:09:00,Tuesday,0,1,1,1,1
SESS101298,2025-06-10 20:01:00,Tuesday,20,1,1,1,1
SESS101299,2025-02-16 04:38:00,Sunday,4,1,1,1,1
SESS101300,2025-01-21 07:50:00,Tuesday,7,1,1,1,1
SESS101301,2025-05-20 02:51:00,Tuesday,2,0,0,0,0
SESS101302,2025-05-20 16:48:00,Tuesday,16,1,0,0,0
